gid;nom;arrete_pref_numero;xy_precis;id_adr;adr_num;adr_voie;com_cp;com_insee;com_nom;lat_coor1;long_coor1;structure_siren;structure_type;structure_rais;structure_num;structure_voie;structure_cp;structure_insee;structure_com;_userid_creation;_userid_modification;_edit_datemaj;lieu_accessibilite;rdv_lundi;rdv_mardi;rdv_mercredi;rdv_jeudi;rdv_vendredi;rdv_samedi;rdv_dimanche;rdv;date_fermeture;date_ouverture;rdv_site_web;rdv_tel;rdv_tel2;rdv_modalites;rdv_consultation_prevaccination;centre_svi_repondeur;centre_fermeture;reserve_professionels_sante
786;GHH Site Flaubert;;0.9999937869356;76351_2340_00091;55;Bis rue Gustave Flaubert;76600;76351;Le Havre;49.4994;0.112716;130007909;8412Z;AGENCE REGIONALE DE SANTE NORMANDIE;2;PL JEAN NOUZILLE;14000;14118;CAEN;11533;11533;2021-02-23 19:13:01.064454;;;;;;;;;t;;2021-01-18;https://partners.doctolib.fr/hopital-public/montivilliers/groupe-hospitalier-du-havre-centre-vaccination-covid?pid=practice-164222&enable_cookies_consent=1;+33279461156;;;;;;
1580;EMV CPAM ;;1;93008_1531_00002;2;Avenue de la Convention;93000;93008;Bobigny;48.9166;2.41832;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18279;18279;2021-02-25 15:47:50.858836;EMV;fermé;fermé;fermé;fermé;fermé;fermé;fermé;f;;;;;;EMV non ouvert à la réservation;;;t;
485;MAISONS ALFORT;2021-96;0.99999807805009;94046_3700_00051;47;Avenue Foch;94700;94046;Maisons-Alfort;48.8162;2.43803;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18150;18237;2021-03-24 11:07:09.302276;;9h30-18h;9h30-18h;9h30-18h;9h30-18h;9h30-18h;fermé;fermé;t;;2021-01-19;https://partners.doctolib.fr/centre-de-sante/maisons-alfort/centre-de-vaccination-covid-maisons-alfort?pid=practice-166399&enable_cookies_consent=1;0805040994;;;t;f;f;f
329;Centre de vaccination - Clinique Saint Omer;;0.99999996484271;62139_0765_00071;71;Rue Ambroise Paré;62575;62139;Blendecques;50.7301;2.26639;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-02-18 09:01:45.024625;;09:00-12:00/13:00-17:30;09:00-12:00/13:00-17:30;09:00-12:00/13:00-17:30;09:00-12:00/13:00-17:30;09:00-12:00/13:00-17:30;fermé;fermé;t;;2021-01-13;https://partners.doctolib.fr/centre-de-sante/saint-saulve/centre-de-vaccination-covid-19-groupe-elsan?pid=practice-162482&enable_cookies_consent=1;03 92 04 34 71 ;;;;;;
672;Maison des Associations et du  Bénévolat (MAB);38-2021-01-28-001;0.99999997917129;38269_0251_00056;56;Boulevard Docteur Ricard;38350;38269;La Mure;44.9003;5.78777;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;173;173;2021-02-22 09:26:42.106776;;fermé;fermé;09:00-18:00;fermé;fermé;fermé;fermé;t;;2021-01-21;https://partners.doctolib.fr/centre-de-vaccinations-internationales/la-mure/cpts-lac-et-montagne-du-sud-isere?pid=practice-165086&enable_cookies_consent=1;+33476003134;;Centre ouvert aux professionnels de santé et aux personnes de plus de 75 ans;t;;f;
1299;CENTRE DE VACCINATION de LABRIT;;0.99999932002404;40135_0036_00095;;Place de l’Eglise - Salle des fêtes;40420;40135;Labrit;44.1039;-0.543485;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;18107;18107;2021-02-24 14:38:04.990913;;fermé;8h30 à 12h30/  13h30 à 15h30 ;8h30 à 12h30/  13h30 à 15h30 ;8h30 à 12h30/  13h30 à 15h30 ;8h30 à 12h30/  13h30 à 15h30 ;8h30 à 12h30/  13h30 à 15h30 ;fermé;t;;2021-02-02;https://www.maiia.com/centre-de-vaccination/40420-labrit/centre-de-vaccination-covid-19-de-labrit;05 58 51 09 39 ;;;t;;;
1632;Centre de vaccination de Pont sur Yonne;;0.99999998625685;89309_0460_00048;52;Faubourg de Villeperrot;89140;89309;Pont-sur-Yonne;48.2802;3.21242;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;2;PL DES SAVOIRS;21000;21231;DIJON;18181;18181;2021-03-03 19:00:01.998169;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-03-09;https://partners.doctolib.fr/centre-de-vaccinations-internationales/pont-sur-yonne/centre-de-vaccination-covid-19-pont-sur-yonne-communaute-de-communes-yonne-nord?pid=practice-173417&enable_cookies_consent=1;;;;;;;
1610;Pôle de Santé de l'Envigne;;0.99999992432831;86258_0014_00003;3;Pl Etienne Cherade de Montbron;86140;86258;Scorbé-Clairvaux;46.8092;0.414631;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;18326;18326;2021-03-10 19:00:02.136569;;fermé;8h-19h;fermé;fermé;fermé;fermé;fermé;t;2021-04-30;2021-03-01;https://partners.doctolib.fr/maison-de-sante/scorbe-clairvaux/centre-de-vaccination-du-pole-de-sante-de-l-envigne?pid=practice-174252&enable_cookies_consent=1;;;;t;;;
2217;35-Grand centre Stade Robert Poirier;;0.99999980871957;35238_8008_00006;;Avenue du Professeur Léon Bernard;35000;35238;Rennes;48.1181;-1.70075;130007966;8412Z;AGENCE REGIONALE DE SANTE DE BRETAGNE;6;PL DES COLOMBES;35000;35238;RENNES;18;18078;2021-04-01 20:00:01.714997;;8h-18h;8h-18h;8h-18h;8h-18h;8h-18h;fermé;fermé;;;2021-04-06;https://partners.doctolib.fr/centre-de-sante/ile-et-vilaine/centre-de-vaccination-covid-19-vaccimobile-35-ars-communes-ile-et-vilaine?pid=practice-178662&enable_cookies_consent=1;+33805690821;;Grand centre de vaccination;;;t;
431;Communauté de communes Haute Vallée de Chevreuse;Arrêté SIDPC du 22/01/2021 (RAA 78-2021-01-22-024);0.99999994907782;78575_0220_00011;15;Rue Ditte;78470;78575;Saint-Rémy-lès-Chevreuse;48.7034;2.07253;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18150;18227;2021-03-28 20:00:01.87715;;9:00-17:00;9:00-17:00;9:00-17:00;9:00-17:00;9:00-17:00;fermé;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/saint-remy-les-chevreuse/centre-de-vaccination-de-saint-remy-les-chevreuse?speciality_id=5494&enable_cookies_consent=1;+33645796334;;Pas de prise de RDV par téléphone. Ce numéro est reservé aux problèmes liés à une réservation.;t;t;f;f
2196;Barentin – Caux Austreberthe;;0.99999997807113;76057_2810_00006;1;Rue Madeleine Vernet - salle léo lagrange;76360;76057;Barentin;49.5454;0.951858;130007909;8412Z;AGENCE REGIONALE DE SANTE NORMANDIE;2;PL JEAN NOUZILLE;14000;14118;CAEN;11533;11533;2021-03-25 16:36:06.594182;;;;;;;;;t;;2021-03-18;https://www.doctolib.fr/centre-de-sante/barentin/centre-de-vaccination-covid-19-salle-leo-lagrange ;+33279461156;;;;;f;
770;Centre de vaccination - CH de Jean Leclaire de Sarlat;;0.99999964992971;24520_0970_00020;20;Rue Gaubert;24200;24520;Sarlat-la-Canéda;44.8936;1.21426;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;18143;21376;2021-04-01 14:11:18.366189;oui;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;fermé;t;;2021-01-18;https://partners.doctolib.fr/hopital-public/sarlat-la-caneda/vaccination-ch-jean-leclaire-sarlat?speciality_id=5494&enable_cookies_consent=1;+33553317694  ;;;t;;;
1633;Centre de vaccination - Salle Paul Bert;;0.99999999988859;89461_0240_00017;17;Rue Paul Bert;89190;89461;Villeneuve-l'Archevêque;48.2348;3.55748;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;2;PL DES SAVOIRS;21000;21231;DIJON;18181;18181;2021-03-04 08:57:08.444215;oui;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-03-04;https://partners.doctolib.fr/centre-de-vaccinations-internationales/villeneuve-l-archeveque/centre-de-vaccination-covid-19-villeneuve-l-archeveque?pid=practice-173677&enable_cookies_consent=1;;;;;;t;
1581;EMV Etampes;;0.99999980560207;91223_2330_00013;13;Rue des Marionnettes;91150;91223;Étampes;48.435;2.16132;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18193;18193;2021-02-25 16:42:00.998971;EMV;fermé;fermé;fermé;fermé;fermé;fermé;fermé;f;;;;;;EMV non ouvert à la réservation;;f;t;
1456;GHU Henri Mondor;;0.99999984058263;94028_4180_00042;42;Rue Gustave Eiffel;94000;94028;Créteil;48.7936;2.44907;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;DU LANDY RUE;93200;93066;SAINT-DENIS;18225;18225;2021-02-16 12:18:58.549584;;9h-17h;9h-17h;9h-17h;9h-17h;9h-17h;fermé;fermé;t;;2021-01-05;;+33800083346;+33149814226;;t;;t;t
1448;GHNE;;0.99999994252747;91345_1335_00159;159;Rue Pdt Francois Mitterrand;91160;91345;Longjumeau;48.6922;2.29071;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;DU LANDY RUE;93200;93066;SAINT-DENIS;18193;18193;2021-02-17 19:00:02.010544;;8h30 / 16h30;8h30 / 16h30;8h30 / 16h30;8h30 / 16h30;8h30 / 16h30;fermé;fermé;t;;2021-01-25;https://partners.doctolib.fr/hopital-public/longjumeau/gh-nord-essonne-site-longjumeau?pid=practice-19668&enable_cookies_consent=1;01 64 54 33 33;;;t;;t;t
1451;CHRDS Neuilly;;0.99999997272479;92051_0070_00056;56;Boulevard d’Argenson;92200;92051;Neuilly-sur-Seine;48.8898;2.26191;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;DU LANDY RUE;93200;93066;SAINT-DENIS;18247;18247;2021-02-17 19:00:02.061438;;10h à 13h et de 14h à 18h;10h à 13h et de 14h à 18h;10h à 13h et de 14h à 18h;10h à 13h et de 14h à 18h;10h à 13h et de 14h à 18h;fermé;fermé;t;;2021-01-08;https://partners.doctolib.fr/hopital-public/neuilly-sur-seine/ch-rives-de-seine?speciality_id=5494?pid=practice-15560&enable_cookies_consent=1;01 40 88 63 00;;;;;t;
1611;MSP Usson du Poitou;;1;86276_0280_00002;20;Chemin du Désert;86350;86276;Usson-du-Poitou;46.2759;0.533892;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;18326;18326;2021-03-08 12:00:01.790519;oui;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;2021-04-30;2021-03-01;https://partners.doctolib.fr/centre-de-vaccinations-internationales/usson-du-poitou/centre-de-vaccination-covid-19-sisa-pole-sante?pid=practice-173641&enable_cookies_consent=1;;;;t;;;
110;CHPC Centre délocalisé Salle Montecot Octeville;;0.99999976996043;50129_kelmy1_00027;;Place des Justes - Octeville;50130;50129;Cherbourg-en-Cotentin;49.6242;-1.645;130007909;8412Z;AGENCE REGIONALE DE SANTE NORMANDIE;2;PL JEAN NOUZILLE;14000;14118;CAEN;11533;11533;2021-03-22 11:14:53.300579;;;;;;;;;t;;2021-01-11;https://www.keldoc.com/centre-hospitalier/cherbourg-octeville-50100/chpc-centre-delocalise-salle-de-l-europe-tourlaville?motive=85732&category=3140&cabinet=17298&specialty=496;+33279461156;;;f;;;
930;QUIMPERLE - Complexe sportif;;0.99999988590368;29233_0937_00004;;Rue de Kerjouanneau;29300;29233;Quimperlé;47.8666;-3.56062;130007966;8412Z;AGENCE REGIONALE DE SANTE DE BRETAGNE;6;PL DES COLOMBES;35000;35238;RENNES;18078;18078;2021-03-16 14:23:17.703915;;fermé;8h30-12h / 13h-17h30;8h30-12h / 13h-17h30;8h30-12h / 13h-17h30;8h30-12h / 13h-17h30;fermé;fermé;;;2021-01-26;https://partners.doctolib.fr/centre-de-vaccinations-internationales/quimperle/centre-de-vaccination-covid-19-de-quimperle?speciality_id=5494&enable_cookies_consent=1;+33257180061;;;;;;
514;MSP MAGNY EN VEXIN;2021-34;0.99999971522449;95355_0285_00003;6;Boulevard de la République;95420;95355;Magny-en-Vexin;49.156;1.79118;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18064;18250;2021-03-24 17:11:53.462628;;17h-21h;fermé;17h-21h;fermé;17h-21h;fermé;fermé;t;;2021-01-18;https://partners.doctolib.fr/maison-de-sante/magny-en-vexin/maison-de-sante-des-cordeliers-magny-en-vexin?speciality_id=5494&enable_cookies_consent=1;0134673902;;;t;;;
869;CPTS Tinée Vésubie - Site MSP de Roquebillière;;0.99999998988662;06103_0160_00013;13;Rue Docteur Matteo;06450;06103;Roquebillière;44.0117;7.30699;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-02-05 19:05:50.777309;;fermé;fermé;10H 12H;10H 12H;10H 12H;fermé;fermé;t;;2021-01-18;doctolib;+33493029110;;;;;;
1032;Communauté d'agglomération Rambouillet Territoires;Arrêté SIDPC du 22/01/2021 (RAA 78-2021-01-22-024);0.99999995836913;78517_0290_00074;64;rue Gambetta;78120;78517;Rambouillet;48.6493;1.82141;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18150;18227;2021-03-28 20:00:01.88079;;09:00-12:30/14:00-17:30;09:00-12:30/14:00-17:30;09:00-12:30/14:00-17:30;09:00-12:30/14:00-17:30;09:00-12:30/14:00-17:30;fermé;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/rambouillet/centre-de-vaccination-covid-19-de-rambouillet?speciality_id=5494&enable_cookies_consent=1;0 800 103 078;;;t;t;f;
2242;CMSI clinique Mutualiste;;1;42218_5410_00003;3;Rue le Verrier;42100;42218;Saint-Étienne;45.4146;4.39407;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;315;315;2021-03-29 20:00:02.167094;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;https://partners.doctolib.fr/centre-de-sante/saint-etienne/centre-de-vaccination-de-cmsi-42?pid=practice-179779&enable_cookies_consent=1;04 77 12 13 14;;;;;;
2036;Centre de vaccination - Ville de Marcq-en-Barœul, l’hippodrome de Marcq-en-Barœul;;0.99999975405165;59378_0930_00137;137;Boulevard Clemenceau;59700;59378;Marcq-en-Barœul;50.6641;3.09234;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-03-25 16:50:54.620293;;fermé;fermé;fermé;fermé;fermé;;;;;2021-03-20;https://www.doctolib.fr/centre-de-sante/villeneuve-d-ascq/vaccination-covid-19-hopital-prive-le-bois-et-villeneuve-d-ascq?highlight%5Bagenda_ids%5D%5B%5D=442670&highlight%5Bagenda_ids%5D%5B%5D=442674&highlight%5Bagenda_ids%5D%5B%5D=442750&highlight%5Bagenda_ids%5D%5B%5D=442751&highlight%5Bagenda_ids%5D%5B%5D=442752&highlight%5Bagenda_ids%5D%5B%5D=442753&highlight%5Bagenda_ids%5D%5B%5D=442754&highlight%5Bagenda_ids%5D%5B%5D=442757&highlight%5Bagenda_ids%5D%5B%5D=442759&highlight%5Bagenda_ids%5D%5B%5D=442760&highlight%5Bagenda_ids%5D%5B%5D=442761&highlight%5Bagenda_ids%5D%5B%5D=442765&highlight%5Bagenda_ids%5D%5B%5D=442766&highlight%5Bagenda_ids%5D%5B%5D=442767&highlight%5Bagenda_ids%5D%5B%5D=442769&highlight%5Bagenda_ids%5D%5B%5D=442770&highlight%5Bagenda_ids%5D%5B%5D=442771&highlight%5Bagenda_ids%5D%5B%5D=442772&pid=practice-178090;;;;;;;
1457;Centre Hospitalier Charles Foix;;1;94041_8120_00007;7;Avenue de la République;94200;94041;Ivry-sur-Seine;48.8039;2.39575;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;DU LANDY RUE;93200;93066;SAINT-DENIS;18225;18225;2021-02-16 12:23:27.917572;;13h30-16h30;fermé;13h30-16h30;13h30-16h30;13h30-16h30;fermé;fermé;t;;2021-01-08;;+33800085176;;;t;;t;t
73;CH ROCHEFORT(réservé aux professionnels de santé);;0.99998147837839;17299_0271_00001;1;Avenue de Beligon;17300;17299;Rochefort;45.9671;-0.963273;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;51;18102;2021-02-17 15:30:54.595557;oui;09:00-12:30/13:30-16:50;09:00-12:30/13:30-16:50;09:00-12:30/13:30-16:50;09:00-12:30/13:30-16:50;09:00-12:30/13:30-16:50;fermé;fermé;t;;2021-01-14;https://partners.doctolib.fr/hopital-public/rochefort/centre-hospitalier-de-rochefort-vaccination-covid?speciality_id=5494&enable_cookies_consent=1;;;;t;;;
2227;Centre Vaccination HIA - Escale Amiral Ronarc'h;;0.99999988092388;83137_0190_00003;1;Avenue Amiral Aube;83000;83137;Toulon;43.1265;5.91736;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-03-26 12:13:38.629551;;En cours de précision;En cours de précision;En cours de précision;En cours de précision;En cours de précision;fermé;fermé;;;2021-04-06;;;;;;;;
951;Centre de vaccination Terres de Haute Charente;;0.99999999193299;16192_0155_00024;24;Rue de l'Hermitage;16270;16192;Terres-de-Haute-Charente;45.894;0.578719;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;18115;18116;2021-02-18 19:00:01.455984;;14:00-18:00;fermé;14:00-18:00;09:00-12:00/14:00-18:00;09:00-12:00/14:00-18:00;09:00-13:00/14:00-18:00;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/terres-de-haute-charente/centre-de-vaccination-covid-19-terres-de-haute-charente?pid=practice-165251&enable_cookies_consent=1;+33545712054;;;t;;;
2345;Centre Vaccination de Ollioules;;0.99999999965797;83090_0386_00189;;;83190;83090;Ollioules;43.1399;5.84766;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-04-02 08:30:54.201877;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;2021-04-08;2021-04-07;;;;Ouverture ponctuelle week-end;;;t;
200;Centre de vaccination MIN Cavaillon;;0.99999842468362;84035_1069_00092;92;Avenue Pierre Grand;84300;84035;Cavaillon;43.8239;5.04147;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-03-15 19:00:02.121359;;9h-13h et 14h-18h;9h-13h et 14h-18h;9h-13h et 14h-18h;9h-13h et 14h-18h;9h-13h et 14h-18h;fermé;fermé;t;;2021-02-22;https://partners.doctolib.fr/hopital-public/cavaillon/centre-hospitalier-intercommunal-cavaillon-lauris-vaccination-covid-19-cavaillon?pid=practice-165842&enable_cookies_consent=1;04 86 55 27 24;;;;;;
2338;DINARD;;0.99999941582302;35093_0955_00001;2 bis;Rue Henri Dunant;35800;35093;Dinard;48.6324;-2.06619;130007966;8412Z;AGENCE REGIONALE DE SANTE DE BRETAGNE;6;PL DES COLOMBES;35000;35238;RENNES;18078;18485;2021-04-02 14:48:16.44348;;fermé;9h-17h30;9h-17h30;9h-17h30;9h-17h30;fermé;fermé;;;2021-04-13;www.doctolib.fr;+33805690821;;;;;;
1634;Centre de vaccination - salle des fêtes;;0.99999980471833;89066_0190_00002_bis;50;place de l'hôtel de ville;89320;89066;Cerisiers;48.1322;3.48765;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;2;PL DES SAVOIRS;21000;21231;DIJON;18181;18181;2021-03-03 19:00:02.000097;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-03-11;https://partners.doctolib.fr/centre-de-vaccinations-internationales/villeneuve-l-archeveque/centre-de-vaccination-covid-19-villeneuve-l-archeveque?pid=practice-173887&enable_cookies_consent=1;;;;;;;
1612;MSP de Vivonne;;0.99999968013545;86293_0640;5;place des tilleuls;86370;86293;Vivonne;46.4284;0.265763;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;18326;51;2021-03-29 09:22:58.435363;oui;13h-18h;13h-18h;13h-18h;13h-18h;13h-18h;fermé;fermé;t;2021-04-30;2021-03-01;;;;;t;;;
2201;centre de vaccination du SDIS - Bressuire;;0.99999999999071;79179_a61qdt_00001;1;La Morinière;79320;79179;Moncoutant-sur-Sèvre;46.7093;-0.597533;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;18113;18113;2021-03-29 20:00:02.168082;oui;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;;2021-03-29;https://partners.doctolib.fr/centre-de-sante/moncoutant-sur-sevre/centre-de-vaccination-de-moncoutant-sur-sevre?pid=practice-176955&enable_cookies_consent=1;;;;t;;t;t
107;Centre vaccination Hopital Européen - Consultations médicales NEOLIS;;0.99999993483894;13203_6820_00104;106;Boulevard de Paris;13003;13203;Marseille;43.3095;5.37045;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-03-25 11:33:24.24507;;9H - 17H30;9H - 17H30;9H - 17H30;9H - 17H30;9H - 17H30;fermé;fermé;t;;2021-01-12;VaccinationCOVIDHE@hopital-europeen.fr;+33413427827;;;f;;;f
921;CENTRE CLINIQUE PASTEUR ROYAN;;0.99999859014026;17306_3110_00222;222;Avenue de Rochefort;17200;17306;Royan;45.6528;-1.02419;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;112;112;2021-04-01 16:12:51.279878;;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;fermé;fermé;t;2021-04-05;2021-01-18;https://partners.doctolib.fr/clinique-privee/royan/clinique-pasteur-vaccination-covid-19?pid=practice-165101&enable_cookies_consent=1;+33546396439;;Réservé aux professionnels de Santé mais est remplacé par le centre de vaccination Espace Cordouan à Royan à partir du 06 avril 2021;t;;f;
123;CHU BORDEAUX - SITE PELLEGRIN;;0.99999368903226;33063_1485_00036;1;PLACE AMELIE RABA LEON;33000;33063;Bordeaux;44.8282;-0.603878;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;51;18269;2021-02-15 12:00:01.319649;;08:30-19:30;08:30-19:30;08:30-19:30;08:30-19:30;08:30-19:30;08:30-19:30;08:30-19:30;t;;2021-01-06;https://vaccination-covid.keldoc.com/centre-hospitalier-universitaire/bordeaux-33000/chu-de-bordeaux?cabinet=16876&specialty=496;+33557820005;;;f;;;
1501;ARNAY-LE-DUC Salle Saint-Laurent;;0.99999997138032;21023_0640_00011;11;Rue Jean Moulin;21230;21023;Arnay-le-Duc;47.1304;4.48283;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;;;;;;18184;18184;2021-03-08 16:51:22.970357;;fermé;fermé;fermé;fermé;fermé;8H00 -18H00;fermé;t;2021-03-13;2021-03-13;;03 80 90 03 44;;;t;;f;f
1458;Centre Hospitalier Paul Brousse;;0.99999994497081;94076_7141_00023;23;Avenue Paul Vaillant-Couturier;94800;94076;Villejuif;48.7948;2.36372;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;DU LANDY RUE;93200;93066;SAINT-DENIS;18225;18225;2021-02-16 12:26:58.032396;;9h-16h30;9h-16h30;9h-16h30;9h-16h30;9h-16h30;fermé;fermé;;;2021-01-08;;+33145596404;;;t;;t;t
1500;Centre Hospitalier de Mayotte;;0.99999931179985;97611_4100_00020;;Rue Mariaze;97600;97611;Mamoudzou;-12.7784;45.2283;130025927;8412Z;AGENCE REGIONALE DE SANTE;90;NATIONALE RTE;97600;97611;MAMOUDZOU;18622;18622;2021-03-01 06:54:37.101356;;7h00-15h00;7h00-15h00;7h00-15h00;7h00-15h00;7h00-15h00;fermé;fermé;f;;2021-02-22;;;;;t;f;t;
1513;Centre de vaccination de Metz - HIA LEGOUEST - 2;;0.99999997199563;57463_2680_00023;;Rue des Frères Lacretelle;57070;57463;Metz;49.1133;6.18639;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;JOFFRE BD;54000;54395;NANCY;14476;13943;2021-03-15 19:00:02.17889;;9:00-17:00;9:00-17:00;9:00-17:00;9:00-17:00;9:00-17:00;9:00-17:00;fermé;t;;2021-02-18;https://partners.doctolib.fr/centre-de-vaccinations-internationales/metz/centre-de-vaccination-n-2-hia-legouest?pid=practice-172148&enable_cookies_consent=1;+33387345345;;;;;;
1499;CH Châlons en Champgane;;0.99999982465983;51108_0810_00064;51;Rue du Commandant Derrien;51000;51108;Châlons-en-Champagne;48.9714;4.37206;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;JOFFRE BD;54000;54395;NANCY;13424;13424;2021-02-21 19:00:02.166196;;09:00-12:00/13:00-17:00;09:00-12:00/13:00-17:00;09:00-12:00/13:00-17:00;09:00-12:00/13:00-17:00;09:00-12:00/13:00-17:00;fermé;fermé;t;;2021-02-15;https://partners.doctolib.fr/hopital-public/chalons-en-champagne/centre-de-vaccination-covid-19-ch-chalons-en-champagne?pid=practice-170990&enable_cookies_consent=1;+33326693816;;réservé aux professionnels de santé libéraux;;;f;t
